/* DATA DESCRIPTION:
Citation:	Freitag, Johannes; Kipfstuhl, Sepp; Weißbach, Stefanie; Karlsson, Nanna Bjørnholt; Münch, Thomas; Hörhold, Maria (2021): Density profile of the NG2012 firn core [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.931739, 
0.423785309	5.119999900
0.421532143	5.125000000
0.418520642	5.130000100
0.415009080	5.135000200
0.411367841	5.139999900
0.407997377	5.145000000
0.405237235	5.150000100
0.403297850	5.155000200
0.402218798	5.159999800
0.401868846	5.165000000
0.402002143	5.170000100
0.402317654	5.175000200
0.402509705	5.179999800
0.402344514	5.184999900
0.401695897	5.190000100
0.400572158	5.195000200
0.399114162	5.199999800
0.397606668	5.204999900
0.396423227	5.210000000
0.395951745	5.215000200
0.396494677	5.219999800
0.398156027	5.224999900
0.400763426	5.230000000
0.403855244	5.235000100
0.406747575	5.239999800
0.408700737	5.244999900
0.409084370	5.250000000
0.407576060	5.255000100
0.404255462	5.260000200
0.399585595	5.264999900
0.394309341	5.270000000
0.389265173	5.275000100
0.385192197	5.280000200
0.382621678	5.284999800
0.381749810	5.290000000
0.382451078	5.295000100
0.384364412	5.300000200
0.386982577	5.304999800
0.389760921	5.309999900
0.392237814	5.315000100
0.394127088	5.320000200
0.395333115	5.324999800
0.395921895	5.329999900
0.396103734	5.335000000
0.396135891	5.340000200
0.396263599	5.344999800
0.396642463	5.349999900
0.397293373	5.355000000
0.398148314	5.360000100
0.399076633	5.364999800
0.399944222	5.369999900
0.400701019	5.375000000
0.401420584	5.380000100
0.402307485	5.385000200
0.403648415	5.389999900
0.405721921	5.395000000
0.408675622	5.400000100
0.412419945	5.405000200
0.416579394	5.409999800
0.420545910	5.415000000
0.423616919	5.420000100
0.425158595	5.425000200
0.424757090	5.429999800
0.422331461	5.434999900
0.418134279	5.440000100
0.412671769	5.445000200
0.406582729	5.449999800
0.400503200	5.454999900
0.394965320	5.460000000
0.390350121	5.465000200
0.386869738	5.469999800
0.384596256	5.474999900
0.383486260	5.480000000
0.383410247	5.485000100
0.384160729	5.489999800
0.385475247	5.494999900
0.387078451	5.500000000
0.388722030	5.505000100
0.390222521	5.510000200
0.391494935	5.514999900
0.392559872	5.520000000
0.393525919	5.525000100
0.394555899	5.530000200
0.395826410	5.534999800
0.397494878	5.540000000
0.399671993	5.545000100
0.402413518	5.550000200
0.405727160	5.554999800
0.409559432	5.559999900
0.413804752	5.565000100
0.418288464	5.570000200
0.422785297	5.574999800
0.427020684	5.579999900
0.430710748	5.585000000
0.433600983	5.590000200
0.435524652	5.594999800
0.436446159	5.599999900
0.436490849	5.605000000
0.435911371	5.610000100
0.435041293	5.614999800
0.434216517	5.619999900
0.433691220	5.625000000
0.433575305	5.630000100
0.433831469	5.635000200
0.434311363	5.639999900
0.434801747	5.645000000
0.435097605	5.650000100
0.435072015	5.655000200
0.434700989	5.659999800
0.434033626	5.665000000
0.433170914	5.670000100
0.432231990	5.675000200
0.431258581	5.679999800
0.430235621	5.684999900
0.429099390	5.690000100
0.427785962	5.695000200
0.426287883	5.699999800
0.424710086	5.704999900
0.423340706	5.710000000
0.422546028	5.715000200
0.422724853	5.719999800
0.424145694	5.724999900
0.426832840	5.730000000
0.430582725	5.735000100
0.434897118	5.739999800
0.439157423	5.744999900
0.442784254	5.750000000
0.445391779	5.755000100
0.446879656	5.760000200
0.447437361	5.764999900
0.447423056	5.770000000
0.447236556	5.775000100
0.447191963	5.780000200
0.447448970	5.784999800
0.447990796	5.790000000
0.448644916	5.795000100
0.449161598	5.800000200
0.449270819	5.804999800
0.448719553	5.809999900
0.447308316	5.815000100
0.444914642	5.820000200
0.441519437	5.824999800
0.437231452	5.829999900
0.432295011	5.835000000
0.427079665	5.840000200
0.422016216	5.844999800
0.417533969	5.849999900
0.413981494	5.855000000
0.411570056	5.860000100
0.410370734	5.864999800
0.410311237	5.869999900
0.411215559	5.875000000
0.412845368	5.880000100
0.414916541	5.885000200
0.417113363	5.889999900
0.419103163	5.895000000
0.420556208	5.900000100
0.421198467	5.905000200
0.420892880	5.909999800
0.419664924	5.915000000
0.417745902	5.920000100
0.415516218	5.925000200
0.413416795	5.929999800
0.411843717	5.934999900
0.411045761	5.940000100
0.411072406	5.945000200
0.411784055	5.949999800
0.412904627	5.954999900
0.414112646	5.960000000
0.415149379	5.965000200
0.415856365	5.969999800
0.416215427	5.974999900
0.416324506	5.980000000
0.416381122	5.985000100
0.416598036	5.989999800
0.417167534	5.994999900
0.418211274	6.000000000
0.419767318	6.005000100
0.421788858	6.010000200
0.424132561	6.014999900
0.426579633	6.020000000
0.428869200	6.025000100
0.430740820	6.030000200
0.431928632	6.034999800
0.432244625	6.040000000
0.431589691	6.045000100
0.429996501	6.050000200
0.427624015	6.054999800
0.424762981	6.059999900
0.421780089	6.065000100
0.419079307	6.070000200
0.417010792	6.074999800
0.415804400	6.079999900
0.415492556	6.085000000
0.415901586	6.090000200
0.416695208	6.094999800
0.417468373	6.099999900
0.417867957	6.105000000
0.417695641	6.110000100
0.416979818	6.114999800
0.415956917	6.119999900
0.414969672	6.125000000
0.414372667	6.130000100
0.414373130	6.135000200
0.414982260	6.139999900
0.416007286	6.145000000
0.417110870	6.150000100
0.417911896	6.155000200
0.418091775	6.159999800
0.417462149	6.165000000
0.415996493	6.170000100
0.413796589	6.175000200
0.411043672	6.179999800
0.407919255	6.184999900
0.404571528	6.190000100
0.401113080	6.195000200
0.397617338	6.199999800
0.394157857	6.204999900
0.390817780	6.210000000
0.387700033	6.215000200
0.384924457	6.219999800
0.382575510	6.224999900
0.380704610	6.230000000
0.379321262	6.235000100
0.378409665	6.239999800
0.377948636	6.244999900
0.377941036	6.250000000
0.378426252	6.255000100
0.379470313	6.260000200
0.381146448	6.264999900
0.383499001	6.270000000
0.386513810	6.275000100
0.390095669	6.280000200
0.394036776	6.284999800
0.398088114	6.290000000
0.401955196	6.295000100
0.405360872	6.300000200
0.408090020	6.304999800
0.410025584	6.309999900
0.411158303	6.315000100
0.411585165	6.320000200
0.411489560	6.324999800
0.411104772	6.329999900
0.410659866	6.335000000
0.410333102	6.340000200
0.410209240	6.344999800
0.410264918	6.349999900
0.410396499	6.355000000
0.410453798	6.360000100
0.410319508	6.364999800
0.409961496	6.369999900
0.409462115	6.375000000
0.409028780	6.380000100
0.408940545	6.385000200
0.409448730	6.389999900
0.410703983	6.395000000
0.412689151	6.400000100
0.415221488	6.405000200
0.417994799	6.409999800
0.420670905	6.415000000
0.422974555	6.420000100
0.424771634	6.425000200
0.426087565	6.429999800
0.427068194	6.434999900
0.427905740	6.440000100
0.428775667	6.445000200
0.429780994	6.449999800
0.430935106	6.454999900
0.432187642	6.460000000
0.433472539	6.465000200
0.434767146	6.469999800
0.436121956	6.474999900
0.437654526	6.480000000
0.439510518	6.485000100
0.441815112	6.489999800
0.444602056	6.494999900
0.447801845	6.500000000
0.451222554	6.505000100
0.454585572	6.510000200
0.457572868	6.514999900
0.459883334	6.520000000
0.461265552	6.525000100
0.461553758	6.530000200
0.460705523	6.534999800
0.458821858	6.540000000
0.456142612	6.545000100
0.453038387	6.550000200
0.449974113	6.554999800
0.447434190	6.559999900
0.445840292	6.565000100
0.445477958	6.570000200
0.446458802	6.574999800
0.448677399	6.579999900
0.451887132	6.585000000
0.455716591	6.590000200
0.459738440	6.594999800
0.463513275	6.599999900
0.466617756	6.605000000
0.468663337	6.610000100
0.469303638	6.614999800
0.468292462	6.619999900
0.465537090	6.625000000
0.461159199	6.630000100
0.455510531	6.635000200
0.449158723	6.639999900
0.442810359	6.645000000
0.437187676	6.650000100
0.432901321	6.655000200
0.430336678	6.659999800
0.429617279	6.665000000
0.430612407	6.670000100
0.432989003	6.675000200
0.436294178	6.679999800
0.440037523	6.684999900
0.443761758	6.690000100
0.447095699	6.695000200
0.449767266	6.699999800
0.451625543	6.704999900
0.452626024	6.710000000
0.452828446	6.715000200
0.452382954	6.719999800
0.451498651	6.724999900
0.450424859	6.730000000
0.449414322	6.735000100
0.448709929	6.739999800
0.448527565	6.744999900
0.449013425	6.750000000
0.450228410	6.755000100
0.452127568	6.760000200
0.454538193	6.764999900
0.457172086	6.770000000
0.459661461	6.775000100
0.461627417	6.780000200
0.462751584	6.784999800
0.462845324	6.790000000
0.461879275	6.795000100
0.459975454	6.800000200
0.457378900	6.804999800
0.454387965	6.809999900
0.451294291	6.815000100
0.448338496	6.820000200
0.445685518	6.824999800
0.443420470	6.829999900
0.441568820	6.835000000
0.440111895	6.840000200
0.439032916	6.844999800
0.438334450	6.849999900
0.438051493	6.855000000
0.438254570	6.860000100
0.439035612	6.864999800
0.440451486	6.869999900
0.442484834	6.875000000
0.445060499	6.880000100
0.448014654	6.885000200
0.451117080	6.889999900
0.454102137	6.895000000
0.456715429	6.900000100
0.458743632	6.905000200
0.460007552	6.909999800
0.460386690	6.915000000
0.459810788	6.920000100
0.458270631	6.925000200
0.455833639	6.929999800
0.452663197	6.934999900
0.449023748	6.940000100
0.445267883	6.945000200
0.441795868	6.949999800
0.439014271	6.954999900
0.437257414	6.960000000
0.436742857	6.965000200
0.437536634	6.969999800
0.439553747	6.974999900
0.442556509	6.980000000
0.446203407	6.985000100
0.450091129	6.989999800
0.453820200	6.994999900
0.457023274	7.000000000
0.459410269	7.005000100
0.460787121	7.010000200
0.461103871	7.014999900
0.460440836	7.020000000
0.459003477	7.025000100
0.457100537	7.030000200
0.455089430	7.034999800
0.453294561	7.040000000
0.451931759	7.045000100
0.451071105	7.050000200
0.450609909	7.054999800
0.450326862	7.059999900
0.449980983	7.065000100
0.449390307	7.070000200
0.448503187	7.074999800
0.447398847	7.079999900
0.446261303	7.085000000
0.445292754	7.090000200
0.444644123	7.094999800
0.444362880	7.099999900
0.444381164	7.105000000
0.444536472	7.110000100
0.444618272	7.114999800
0.444422092	7.119999900
0.443805177	7.125000000
0.442724572	7.130000100
0.441255671	7.135000200
0.439596506	7.139999900
0.438036528	7.145000000
0.436906483	7.150000100
0.436529702	7.155000200
0.437148715	7.159999800
0.438895658	7.165000000
0.441766136	7.170000100
0.445630468	7.175000200
0.450235024	7.179999800
0.455250902	7.184999900
0.460330258	7.190000100
0.465143492	7.195000200
0.469376902	7.199999800
0.472796451	7.204999900
0.475241259	7.210000000
0.476635559	7.215000200
0.476993990	7.219999800
0.476424795	7.224999900
0.475134969	7.230000000
0.473419529	7.235000100
0.471637787	7.239999800
0.470157054	7.244999900
0.469287447	7.250000000
0.469219637	7.255000100
0.469987061	7.260000200
0.471463166	7.264999900
0.473402853	7.270000000
0.475494854	7.275000100
0.477444394	7.280000200
0.479023245	7.284999800
0.480096630	7.290000000
0.480628116	7.295000100
0.480665375	7.300000200
0.480309997	7.304999800
0.479688691	7.309999900
0.478927421	7.315000100
0.478133474	7.320000200
0.477375680	7.324999800
0.476664245	7.329999900
0.475982935	7.335000000
0.475286385	7.340000200
0.474512283	7.344999800
0.473592719	7.349999900
0.472464495	7.355000000
0.471064728	7.360000100
0.469341056	7.364999800
0.467256952	7.369999900
0.464796744	7.375000000
0.462028362	7.380000100
0.459059225	7.385000200
0.456087218	7.389999900
0.453377446	7.395000000
0.451206284	7.400000100
0.449856465	7.405000200
0.449531422	7.409999800
0.450317453	7.415000000
0.452189115	7.420000100
0.454956484	7.425000200
0.458328140	7.429999800
0.461938882	7.434999900
0.465400149	7.440000100
0.468356103	7.445000200
0.470539639	7.449999800
0.471814645	7.454999900
0.472195558	7.460000000
0.471833937	7.465000200
0.470957898	7.469999800
0.469796749	7.474999900
0.468511607	7.480000000
0.467151795	7.485000100
0.465682126	7.489999800
0.464038810	7.494999900
0.462195589	7.500000000
0.460213929	7.505000100
0.458244081	7.510000200
0.456500532	7.514999900
0.455202544	7.520000000
0.454503516	7.525000100
0.454457997	7.530000200
0.455010799	7.534999800
0.456001522	7.540000000
0.457195647	7.545000100
0.458327363	7.550000200
0.459142347	7.554999800
0.459431600	7.559999900
0.459064836	7.565000100
0.458000416	7.570000200
0.456294353	7.574999800
0.454083453	7.579999900
0.451569064	7.585000000
0.448989425	7.590000200
0.446592482	7.594999800
0.444602068	7.599999900
0.443194665	7.605000000
0.442480912	7.610000100
0.442495654	7.614999800
0.443204791	7.619999900
0.444533174	7.625000000
0.446371257	7.630000100
0.448595448	7.635000200
0.451081470	7.639999900
0.453702340	7.645000000
0.456339351	7.650000100
0.458875381	7.655000200
0.461215052	7.659999800
0.463280640	7.665000000
0.465028082	7.670000100
0.466458545	7.675000200
0.467616437	7.679999800
0.468588242	7.684999900
0.469492535	7.690000100
0.470471260	7.695000200
0.471677492	7.699999800
0.473270405	7.704999900
0.475383638	7.710000000
0.478080172	7.715000200
0.481321690	7.719999800
0.484949493	7.724999900
0.488686415	7.730000000
0.492181370	7.735000100
0.495076014	7.739999800
0.497087733	7.744999900
0.498064662	7.750000000
0.498028391	7.755000100
0.497163936	7.760000200
0.495768506	7.764999900
0.494186948	7.770000000
0.492733914	7.775000100
0.491631746	7.780000200
0.490982145	7.784999800
0.490767062	7.790000000
0.490880762	7.795000100
0.491175972	7.800000200
0.491501889	7.804999800
0.491771880	7.809999900
0.491934448	7.815000100
0.491975936	7.820000200
0.491901768	7.824999800
0.491715970	7.829999900
0.491395754	7.835000000
0.490885769	7.840000200
0.490135517	7.844999800
0.489129409	7.849999900
0.487888264	7.855000000
0.486491911	7.860000100
0.485058760	7.864999800
0.483702525	7.869999900
0.482491507	7.875000000
0.481429631	7.880000100
0.480462554	7.885000200
0.479523594	7.889999900
0.478560457	7.895000000
0.477572815	7.900000100
0.476613953	7.905000200
0.475767732	7.909999800
0.475116335	7.915000000
0.474723618	7.920000100
0.474625747	7.925000200
0.474834459	7.929999800
0.475354615	7.934999900
0.476172734	7.940000100
0.477259477	7.945000200
0.478555268	7.949999800
0.479959964	7.954999900
0.481335157	7.960000000
0.482537840	7.965000200
0.483438269	7.969999800
0.483942458	7.974999900
0.484007499	7.980000000
0.483637484	7.985000100
0.482877590	7.989999800
0.481813928	7.994999900
0.480559977	8.000000000
0.479263686	8.005000100
0.478084131	8.010000200
0.477184349	8.015000300
0.476702046	8.020000500
0.476724355	8.024999600
0.477271418	8.029999700
0.478287022	8.034999800
0.479641844	8.040000000
0.481157589	8.045000100
0.482642055	8.050000200
0.483926826	8.055000300
0.484898475	8.060000400
0.485525849	8.064999600
0.485857330	8.069999700
0.486003983	8.074999800
0.486107268	8.079999900
0.486314407	8.085000000
0.486722100	8.090000200
0.487382718	8.095000300
0.488274574	8.100000400
0.489314513	8.104999500
0.490370158	8.109999700
0.491280592	8.114999800
0.491859021	8.119999900
0.491927571	8.125000000
0.491337204	8.130000100
0.489987753	8.135000200
0.487870473	8.140000300
0.485049716	8.145000500
0.481688855	8.149999600
0.478029139	8.154999700
0.474323882	8.159999800
0.470816079	8.165000000
0.467698971	8.170000100
0.465097826	8.175000200
0.463056424	8.180000300
0.461595565	8.185000400
0.460729912	8.189999600
0.460490455	8.194999700
0.460913667	8.199999800
0.462006355	8.204999900
0.463685153	8.210000000
0.465747410	8.215000200
0.467879396	8.220000300
0.469661758	8.225000400
0.470699273	8.229999500
0.470716331	8.234999700
0.469638793	8.239999800
0.467618767	8.244999900
0.465009670	8.250000000
0.462280244	8.255000100
0.459905149	8.260000200
0.458251929	8.265000300
0.457511413	8.270000500
0.457679447	8.274999600
0.458591049	8.279999700
0.460001012	8.284999800
0.461644729	8.290000000
0.463330950	8.295000100
0.464961179	8.300000200
0.466526463	8.305000300
0.468042880	8.310000400
0.469513587	8.314999600
0.470878339	8.319999700
0.472009523	8.324999800
0.472756573	8.329999900
0.473000716	8.335000000
0.472710324	8.340000200
0.471971581	8.345000300
0.470960526	8.350000400
0.469879287	8.354999500
0.468876355	8.359999700
0.467998103	8.364999800
0.467163661	8.369999900
0.466201729	8.375000000
0.464923410	8.380000100
0.463203268	8.385000200
0.461045833	8.390000300
0.458627631	8.395000500
0.456265212	8.399999600
0.454348672	8.404999700
0.453241446	8.409999800
0.453182749	8.415000000
0.454211313	8.420000100
0.456135238	8.425000200
0.458579062	8.430000300
0.461042073	8.435000400
0.463011425	8.439999600
0.464066302	8.444999700
0.463970720	8.449999800
0.462713973	8.454999900
0.460480004	8.460000000
0.457596785	8.465000200
0.454477652	8.470000300
0.451519094	8.475000400
0.449046450	8.479999500
0.447279257	8.484999700
0.446312259	8.489999800
0.446149427	8.494999900
0.446707580	8.500000000
0.447852841	8.505000100
0.449450299	8.510000200
0.451388016	8.515000300
0.453605586	8.520000500
0.456110222	8.524999600
0.458957689	8.529999700
0.462206040	8.534999800
0.465866160	8.540000000
0.469870225	8.545000100
0.474052077	8.550000200
0.478166764	8.555000300
0.481951591	8.560000400
0.485167330	8.564999600
0.487639685	8.569999700
0.489282085	8.574999800
0.490081891	8.579999900
0.490081483	8.585000000
0.489392304	8.590000200
0.488163467	8.595000300
0.486559634	8.600000400
0.484766561	8.604999500
0.482968016	8.609999700
0.481327331	8.614999800
0.479976896	8.619999900
0.479020645	8.625000000
0.478551582	8.630000100
0.478613996	8.635000200
0.479239785	8.640000300
0.480408340	8.645000500
0.482032862	8.649999600
0.483954149	8.654999700
0.485963968	8.659999800
0.487841834	8.665000000
0.489398599	8.670000100
0.490515417	8.675000200
0.491157171	8.680000300
0.491372861	8.685000400
0.491269577	8.689999600
0.490986658	8.694999700
0.490687972	8.699999800
0.490515238	8.704999900
0.490578161	8.710000000
0.490931522	8.715000200
0.491569253	8.720000300
0.492429001	8.725000400
0.493403584	8.729999500
0.494378856	8.734999700
0.495261911	8.739999800
0.496000996	8.744999900
0.496605221	8.750000000
0.497119737	8.755000100
0.497597975	8.760000200
0.498076912	8.765000300
0.498528120	8.770000500
0.498854123	8.774999600
0.498885420	8.779999700
0.498418699	8.784999800
0.497250538	8.790000000
0.495242602	8.795000100
0.492362423	8.800000200
0.488704366	8.805000300
0.484476227	8.810000400
0.479964088	8.814999600
0.475477291	8.819999700
0.471295334	8.824999800
0.467616233	8.829999900
0.464551533	8.835000000
0.462136537	8.840000200
0.460371153	8.845000300
0.459259451	8.850000400
0.458849397	8.854999500
0.459225566	8.859999700
0.460505728	8.864999800
0.462781958	8.869999900
0.466065839	8.875000000
0.470248421	8.880000100
0.475095790	8.885000200
0.480299799	8.890000300
0.485525622	8.895000500
0.490493071	8.899999600
0.495019188	8.904999700
0.499043367	8.909999800
0.502609845	8.915000000
0.505797382	8.920000100
0.508680707	8.925000200
0.511247872	8.930000300
0.513394343	8.935000400
0.514938694	8.939999600
0.515665311	8.944999700
0.515382200	8.949999800
0.513987969	8.954999900
0.511487859	8.960000000
0.507982676	8.965000200
0.503676987	8.970000300
0.498844242	8.975000400
0.493778436	8.979999500
0.488782838	8.984999700
0.484142766	8.989999800
0.480103841	8.994999900
0.476853152	9.000000000
0.474499218	9.005000100
0.473051448	9.010000200
0.472411934	9.015000300
0.472386866	9.020000500
0.472726578	9.024999600
0.473183541	9.029999700
0.473568323	9.034999800
0.473789200	9.040000000
0.473869558	9.045000100
0.473920612	9.050000200
0.474098360	9.055000300
0.474554993	9.060000400
0.475398986	9.064999600
0.476676161	9.069999700
0.478376242	9.074999800
0.480434377	9.079999900
0.482734380	9.085000000
0.485136902	9.090000200
0.487480419	9.095000300
0.489587652	9.100000400
0.491295225	9.104999500
0.492472802	9.109999700
0.493049090	9.114999800
0.493028250	9.119999900
0.492503048	9.125000000
0.491639264	9.130000100
0.490645170	9.135000200
0.489721689	9.140000300
0.489016074	9.145000500
0.488600897	9.149999600
0.488445204	9.154999700
0.488413544	9.159999800
0.488327596	9.165000000
0.487990255	9.170000100
0.487221430	9.175000200
0.485889258	9.180000300
0.483928766	9.185000400
0.481341043	9.189999600
0.478178850	9.194999700
0.474566904	9.199999800
0.470678440	9.204999900
0.466747877	9.210000000
0.463007128	9.215000200
0.459684398	9.220000300
0.456954978	9.225000400
0.454924665	9.229999500
0.453618512	9.234999700
0.452975021	9.239999800
0.452874932	9.244999900
0.453162918	9.250000000
0.453669745	9.255000100
0.454238756	9.260000200
0.454714825	9.265000300
0.454987203	9.270000500
0.454999137	9.274999600
0.454758020	9.279999700
0.454348202	9.284999800
0.453914204	9.290000000
0.453622319	9.295000100
0.453624264	9.300000200
0.454004157	9.305000300
0.454732252	9.310000400
0.455666392	9.314999600
0.456583793	9.319999700
0.457238757	9.324999800
0.457442475	9.329999900
0.457150008	9.335000000
0.456480429	9.340000200
0.455700311	9.345000300
0.455141620	9.350000400
0.455093119	9.354999500
0.455713077	9.359999700
0.456964250	9.364999800
0.458628036	9.369999900
0.460377593	9.375000000
0.461878070	9.380000100
0.462879585	9.385000200
0.463288420	9.390000300
0.463166824	9.395000500
0.462703343	9.399999600
0.462143074	9.404999700
0.461715502	9.409999800
0.461582540	9.415000000
0.461816208	9.420000100
0.462389972	9.425000200
0.463215181	9.430000300
0.464179771	9.435000400
0.465183099	9.439999600
0.466172252	9.444999700
0.467160272	9.449999800
0.468212970	9.454999900
0.469436459	9.460000000
0.470922903	9.465000200
0.472692136	9.470000300
0.474660876	9.475000400
0.476639762	9.479999500
0.478356051	9.484999700
0.479515472	9.489999800
0.479861553	9.494999900
0.479238147	9.500000000
0.477617354	9.505000100
0.475109480	9.510000200
0.471949726	9.515000300
0.468459429	9.520000500
0.464983801	9.524999600
0.461860959	9.529999700
0.459373885	9.534999800
0.457678221	9.540000000
0.456809042	9.545000100
0.456671090	9.550000200
0.457076414	9.555000300
0.457801172	9.560000400
0.458643677	9.564999600
0.459473959	9.569999700
0.460248862	9.574999800
0.460996451	9.579999900
0.461764604	9.585000000
0.462566147	9.590000200
0.463342100	9.595000300
0.463967182	9.600000400
0.464292412	9.604999500
0.464211424	9.609999700
0.463717640	9.614999800
0.462922981	9.619999900
0.462038723	9.625000000
0.461322487	9.630000100
0.461000377	9.635000200
0.461208678	9.640000300
0.461982819	9.645000500
0.463260423	9.649999600
0.464910967	9.654999700
0.466791427	9.659999800
0.468771916	9.665000000
0.470759060	9.670000100
0.472698823	9.675000200
0.474571306	9.680000300
0.476358656	9.685000400
0.478035421	9.689999600
0.479545351	9.694999700
0.480801088	9.699999800
0.481717224	9.704999900
0.482227281	9.710000000
0.482314648	9.715000200
0.482029628	9.720000300
0.481485059	9.725000400
0.480840441	9.729999500
0.480268836	9.734999700
0.479912417	9.739999800
0.479867172	9.744999900
0.480163716	9.750000000
0.480749411	9.755000100
0.481527907	9.760000200
0.482387183	9.765000300
0.483220792	9.770000500
0.483964426	9.774999600
0.484602722	9.779999700
0.485180677	9.784999800
0.485783461	9.790000000
0.486508219	9.795000100
0.487458113	9.800000200
0.488705094	9.805000300
0.490267069	9.810000400
0.492127559	9.814999600
0.494195551	9.819999700
0.496324516	9.824999800
0.498344025	9.829999900
0.500079704	9.835000000
0.501386130	9.840000200
0.502152786	9.845000300
0.502315619	9.850000400
0.501863772	9.854999500
0.500838565	9.859999700
0.499316503	9.864999800
0.497409573	9.869999900
0.495232377	9.875000000
0.492896692	9.880000100
0.490463845	9.885000200
0.487961153	9.890000300
0.485393371	9.895000500
0.482783020	9.899999600
0.480173276	9.904999700
0.477663969	9.909999800
0.475418954	9.915000000
0.473642795	9.920000100
0.472549218	9.925000200
0.472322983	9.930000300
0.473080100	9.935000400
0.474856870	9.939999600
0.477588923	9.944999700
0.481130968	9.949999800
0.485257866	9.954999900
0.489690491	9.960000000
0.494122660	9.965000200
0.498238852	9.970000300
0.501749548	9.975000400
0.504425097	9.979999500
0.506121640	9.984999700
0.506799607	9.989999800
0.506527168	9.994999900
0.505458834	10.000000000
0.503813324	10.005000000
0.501833880	10.010000000
0.499752862	10.015000000
0.497763483	10.020000000
0.496007594	10.025000000
0.494569554	10.030000000
0.493478709	10.035000000
0.492711671	10.040000000
0.492204911	10.045000000
0.491860985	10.050000000
0.491559770	10.055000000
0.491170915	10.060000000
0.490572114	10.065000000
0.489668783	10.070000000
0.488396492	10.075000000
0.486752131	10.080000000
0.484796538	10.085000000
0.482635666	10.090000000
0.480412457	10.095000000
0.478280117	10.100000000
0.476370463	10.105000000
0.474769027	10.110000000
0.473510719	10.115000000
0.472565592	10.120000000
0.471866954	10.125000000
0.471312777	10.130000000
0.470838488	10.135000000
0.470423624	10.140000000
0.470089734	10.145000000
0.469913177	10.150000000
0.470005246	10.155000000
0.470495717	10.160000000
0.471515270	10.165000000
0.473172279	10.170000000
0.475555864	10.175000000
0.478716048	10.180000000
0.482637948	10.185000000
0.487219457	10.190000000
0.492270173	10.195000000
0.497511834	10.200000000
0.502607267	10.205000000
0.507203440	10.210000000
0.510990872	10.215000000
0.513766134	10.220000000
0.515468820	10.225000000
0.516185939	10.230000000
0.516126492	10.235000000
0.515557731	10.240000000
0.514733173	10.245000000
0.513846273	10.250000000
0.512990715	10.255000000
0.512162872	10.260000000
0.511285212	10.265000000
0.510219355	10.270000000
0.508812797	10.275000000
0.506940521	10.280000000
0.504548707	10.285000000
0.501658092	10.290000000
0.498403035	10.295000000
0.495031627	10.300000000
0.491878618	10.305000000
0.489323505	10.310000000
0.487687748	10.315000000
0.487219371	10.320000000
0.488012252	10.325000000
0.489991755	10.330000000
0.492926851	10.335000000
0.496459118	10.340000000
0.500144365	10.345000000
0.503497744	10.350000000
0.506043439	10.355000000
0.507375004	10.360000000
0.507218654	10.365000000
0.505499008	10.370000000
0.502343893	10.375000000
0.498100597	10.380000000
0.493264027	10.385000000
0.488390516	10.390000000
0.484000785	10.395000000
0.480486044	10.400000000
0.478070743	10.405000000
0.476785514	10.410000000
0.476499232	10.415000000
0.476954630	10.420000000
0.477831819	10.425000000
0.478804708	10.430000000
0.479600106	10.435000000
0.480036253	10.440000000
0.480033372	10.445000000
0.479647903	10.450000000
0.479017320	10.455000000
0.478350376	10.460000000
0.477843800	10.465000000
0.477647283	10.470000000
0.477834660	10.475000000
0.478396525	10.480000000
0.479243950	10.485000000
0.480260284	10.490000000
0.481369886	10.495000000
0.482531322	10.500000000
0.483761093	10.505000000
0.485114376	10.510000000
0.486647519	10.515000000
0.488393294	10.520000000
0.490348401	10.525000000
0.492485263	10.530000000
0.494771051	10.535000000
0.497177609	10.540000000
0.499708228	10.545000000
0.502352895	10.550000000
0.505071074	10.555000000
0.507741079	10.560000000
0.510175991	10.565000000
0.512129156	10.570000000
0.513351015	10.575000000
0.513649207	10.580000000
0.512953366	10.585000000
0.511347075	10.590000000
0.509074922	10.595000000
0.506499506	10.600000000
0.504024145	10.605000000
0.502002324	10.610000000
0.500657528	10.615000000
0.500047298	10.620000000
0.500065132	10.625000000
0.500499842	10.630000000
0.501089768	10.635000000
0.501611705	10.640000000
0.501922904	10.645000000
0.501973858	10.650000000
0.501792359	10.655000000
0.501460891	10.660000000
0.501072861	10.665000000
0.500719159	10.670000000
0.500461817	10.675000000
0.500327748	10.680000000
0.500311853	10.685000000
0.500378321	10.690000000
0.500481759	10.695000000
0.500580463	10.700000000
0.500666498	10.705000000
0.500768971	10.710000000
0.500958267	10.715000000
0.501324520	10.720000000
0.501958138	10.725000000
0.502929950	10.730000000
0.504261300	10.735000000
0.505922333	10.740000000
0.507825458	10.745000000
0.509831427	10.750000000
0.511769658	10.755000000
0.513453980	10.760000000
0.514706242	10.765000000
0.515378790	10.770000000
0.515373562	10.775000000
0.514658349	10.780000000
0.513281013	10.785000000
0.511366159	10.790000000
0.509105369	10.795000000
0.506725496	10.800000000
0.504444192	10.805000000
0.502426156	10.810000000
0.500757991	10.815000000
0.499407730	10.820000000
0.498247264	10.825000000
0.497105335	10.830000000
0.495799121	10.835000000
0.494187999	10.840000000
0.492219483	10.845000000
0.489942230	10.850000000
0.487486856	10.855000000
0.485031503	10.860000000
0.482738722	10.865000000
0.480719129	10.870000000
0.479020261	10.875000000
0.477623729	10.880000000
0.476505880	10.885000000
