#/* DATA DESCRIPTION:
#Citation:	Bazin, L et al. (2013): Methane measured on ice core EDML on AICC2012 chronology. doi:10.1594/PANGAEA.824884, 
#	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012). doi:10.1594/PANGAEA.824894
#Related to:	Bazin, Lucie; Landais, Amaelle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, P; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Y; Loutre, M-F; Raynaud, Dominique; Vinther, Bo M; Svensson, A; Rasmussen, Sune O; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric W (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, doi:10.5194/cp-9-1715-2013
#	Veres, Daniel; Bazin, Lucie; Landais, Amaelle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, P; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune O; Severi, Mirko; Svensson, A; Vinther, Bo M; Wolff, Eric W (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, doi:10.5194/cp-9-1733-2013
#Other version:	Icecores data on AICC2012 in Excel format (URI: hdl:10013/epic.42842.d001)
#Further details:	Barbante, Carlo; Barnola, Jean-Marc; Becagli, Silvia; Beer, Jürg; Bigler, Matthias; Boutron, Claude F; Blunier, Thomas; Castellano, Emiliano; Cattani, Olivier; Chappellaz, Jérôme A; Dahl-Jensen, Dorthe; Debret, Maxime; Delmonte, Barbara; Dick, Dorothee; Falourd, Sonia; Faria, Sérgio H; Federer, Urs; Fischer, Hubertus; Freitag, Johannes; Frenzel, Andreas; Fritzsche, Diedrich; Fundel, Felix; Gabrielli, Paolo; Gaspari, Vania; Gersonde, Rainer; Graf, Wolfgang; Grigoriev, Dimitri; Hamann, Ilka; Hansson, Margareta E; Hoffmann, Georg; Hutterli, Manuel A; Huybrechts, Philippe; Isaksson, Elisabeth; Johnsen, Sigfus J; Jouzel, Jean; Kaczmarska, Marzena; Karlin, Torbjörn; Kaufmann, Patrik R; Kipfstuhl, Sepp; Kohno, Mika; Lambert, Fabrice; Lambrecht, Anja; Lambrecht, Astrid; Landais, Amaelle; Lawer, Gunther; Leuenberger, Markus; Littot, Geneviève C; Loulergue, Laetitia; Lüthi, Dieter; Maggi, Valter; Marino, Federica; Masson-Delmotte, Valerie; Meyer, Hanno; Miller, Heinz; Mulvaney, Robert; Narcisi, Bianca #Maria; Oerlemans, Johannes; Oerter, Hans; Parrenin, Frédéric; Petit, Jean-Robert; Raisbeck, Grant; Raynaud, Dominique; Röthlisberger, Regine; Ruth, Urs; Rybak, Oleg; Severi, Mirko; Schmitt, Jochen; Schwander, Jakob; Siegenthaler, Urs; Siggaard-Andersen, Marie-Louise; Spahni, Renato; Steffensen, Jørgen Peder; Stenni, Barbara; Stocker, Thomas F; Tison, Jean-Louis; Traversi, Rita; Udisti, Roberto; Valero-Delgado, Fernando; van den Broeke, Michiel R; van de Wal, Roderik SW; Wagenbach, Dietmar; Wegner, Anna; Weiler, Karin; Wilhelms, Frank; Winther, Jan-Gunnar; Wolff, Eric W (2006): One-to-one coupling of glacial climate variability in Greenland and Antarctica. Nature, 444, 195-198, doi:10.1038/nature05301
#	EPICA Community Members (2006): Methane and stable isotope record of ice core EDML from Dronning Maud Land, Antarctica. doi:10.1594/PANGAEA.586834
#Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: http://www.esf.org/index.php?id=855)
#Coverage:	LATITUDE: -75.002500 * LONGITUDE: 0.068400
#	DATE/TIME START: 2001-01-10T00:00:00 * DATE/TIME END: 2006-01-17T00:00:00
#	MINIMUM DEPTH, ice/snow: 116.215 m * MAXIMUM DEPTH, ice/snow: 2397.990 m
#Event(s):	EDML (DML28C01_00) * LATITUDE: -75.002500 * LONGITUDE: 0.068400 * DATE/TIME START: 2001-01-10T00:00:00 * DATE/TIME END: 2006-01-17T00:00:00 * ELEVATION: 2891.7 m * Recovery: 2774.15 m * CAMPAIGN: EPICA-Campaigns * BASIS: Kohnen Station (URI: http://www.awi.de/en/expedition/stations/kohnen-station.html) * DEVICE: EPICA drill (EDRILL) * COMMENT: Elevation is given with reference to WGS84
#Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
#	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (eMail: lucie.bazin@lsce.ipsl.fr) * COMMENT: on AICC2012
#	Methane [ppbv] (CH4) * PI: Chappellaz, Jérôme A * COMMENT: see "Further details" for the original reference of this data
#License:	Creative Commons Attribution 3.0 Unported (CC-BY)
#Size:	1656 data points
#*/
#Depth ice/snow [m]	Gas age [ka BP]	CH4 [ppbv]
2009.080	83.0877000	616.300
2011.910	83.3102000	635.700
2014.020	83.4803000	626.300
2016.100	83.6433000	626.300
2017.900	83.7837000	665.300
2017.970	83.7894000	667.400
2019.320	83.8939000	678.700
2019.350	83.8963000	687.300
2021.080	84.0377000	621.600
2023.980	84.2797000	506.400
2024.020	84.2826000	496.300
2024.980	84.3596000	530.700
2027.100	84.5341000	485.000
2029.030	84.6966000	449.100
2029.900	84.7738000	468.900
2031.320	84.8908000	492.300
2033.080	85.0334000	479.300
2034.810	85.1829000	469.300
2034.880	85.1893000	461.600
2036.020	85.2860000	461.700
2036.980	85.3714000	458.700
2041.030	85.7172000	457.300
2041.900	85.7963000	455.800
2042.320	85.8341000	462.300
2045.080	86.0838000	468.400
2047.930	86.3201000	430.500
2049.010	86.4161000	444.700
2050.100	86.5091000	442.600
2053.900	86.8577000	446.200
2055.320	86.9785000	462.700
2056.080	87.0431000	443.600
2059.980	87.4066000	420.600
2061.990	87.5843000	460.300
2064.100	87.8054000	440.600
2065.900	87.9794000	459.300
2065.970	87.9865000	518.400
2067.320	88.0939000	519.700
2069.080	88.2405000	491.700
2071.980	88.5039000	456.600
2073.010	88.6036000	531.300
2074.100	88.7119000	506.000
2076.900	88.9569000	500.400
2079.320	89.1924000	503.700
2081.080	89.3507000	491.200
2083.980	89.6104000	523.000
2084.010	89.6136000	508.700
2084.990	89.7008000	503.700
2091.320	90.2654000	458.700
2092.080	90.3326000	428.200
2094.930	90.5837000	460.600
2097.010	90.7504000	458.300
2097.990	90.8377000	446.000
2100.900	91.1368000	448.200
2100.970	91.1437000	460.600
2101.030	91.1486000	439.400
2103.320	91.3859000	458.700
2105.080	91.5681000	432.800
2107.980	91.8607000	437.300
2108.990	91.9584000	463.700
2110.100	92.0631000	441.200
2113.900	92.4593000	451.000
2115.320	92.6089000	453.700
2116.080	92.6862000	445.100
2119.910	93.1031000	440.300
2119.980	93.1096000	437.500
2122.010	93.3286000	460.700
2123.100	93.4372000	451.000
2125.030	93.6318000	459.500
2125.900	93.7203000	462.500
2126.320	93.7625000	444.000
2128.080	93.9461000	440.800
2131.980	94.3562000	443.200
2133.010	94.4658000	451.000
2134.100	94.5829000	427.500
2136.850	94.9013000	452.700
2136.970	94.9160000	460.900
2139.320	95.1697000	455.300
2141.080	95.3667000	438.200
2143.980	95.7068000	481.700
2145.010	95.8199000	457.700
2147.100	96.0537000	465.700
2148.850	96.2498000	483.300
2148.970	96.2639000	468.700
2150.320	96.4077000	497.300
2153.080	96.7304000	492.600
2155.880	97.0502000	510.700
2157.990	97.2807000	490.000
2160.100	97.5014000	516.800
2162.030	97.7180000	524.100
2162.930	97.8197000	503.100
2163.320	97.8622000	508.300
2164.080	97.9462000	503.900
2167.910	98.3590000	522.300
2169.990	98.5943000	525.300
2174.030	99.0475000	531.700
2174.900	99.1441000	520.200
2176.320	99.2951000	540.300
2177.080	99.3813000	521.100
2179.910	99.7143000	546.700
2182.010	99.9695000	538.700
2183.100	100.0910000	542.900
2184.850	100.2980000	534.500
2184.970	100.3140000	540.800
2186.320	100.4720000	549.700
2188.080	100.6890000	534.500
2191.980	101.1150000	490.200
2193.990	101.3310000	550.700
2198.030	101.7580000	466.000
2198.900	101.8580000	518.200
2199.320	101.9050000	545.700
2202.980	102.3000000	491.600
2206.010	102.6410000	486.700
2207.100	102.7810000	501.200
2209.030	103.0600000	539.400
2209.900	103.1750000	535.500
2210.320	103.2290000	567.700
2213.080	103.6090000	576.200
2215.800	103.9890000	597.500
2215.930	104.0060000	605.800
2217.990	104.2800000	609.700
2219.140	104.4400000	622.700
2222.030	104.8460000	611.200
2222.900	104.9720000	621.300
2223.320	105.0340000	629.700
2223.340	105.0380000	623.300
2225.080	105.3080000	607.400
2227.830	105.7190000	628.000
2228.990	105.8950000	620.000
2231.100	106.2040000	473.500
2233.850	106.6210000	452.700
2233.970	106.6400000	440.900
2236.320	107.0520000	472.000
2238.080	107.3890000	479.000
2239.980	107.7430000	524.400
2241.990	108.0720000	521.000
2243.100	108.2530000	504.800
2244.970	108.5540000	486.900
2247.320	108.9120000	520.300
2249.080	109.1770000	517.200
2251.980	109.6030000	520.900
2252.990	109.7580000	510.000
2256.100	110.2380000	500.400
2257.970	110.4940000	477.400
2259.320	110.6830000	505.000
2261.080	110.9290000	472.400
2264.840	111.4680000	454.400
2264.980	111.4880000	478.000
2265.990	111.6320000	476.300
2267.100	111.7920000	468.700
2269.030	112.0750000	472.600
2271.010	112.3640000	491.700
2273.080	112.6940000	475.400
2277.010	113.2820000	479.700
2279.100	113.6000000	515.600
2282.030	114.0370000	465.200
2284.320	114.3590000	493.300
2284.980	114.4450000	498.000
2285.080	114.4580000	506.100
2287.930	114.8330000	505.500
2287.980	114.8390000	511.600
2289.990	115.1590000	523.700
2291.100	115.3150000	525.800
2293.030	115.5970000	506.500
2295.320	115.9070000	551.000
2297.080	116.1410000	534.900
2299.980	116.5310000	554.800
2301.950	116.8220000	567.000
2303.100	116.9830000	548.800
2305.030	117.2520000	538.200
2307.320	117.5450000	578.700
2309.080	117.7790000	561.000
2311.980	118.1760000	570.800
2313.990	118.4630000	589.700
2315.100	118.6260000	585.100
2316.850	118.8830000	564.700
2316.970	118.9010000	556.700
2319.320	119.2540000	599.300
2320.970	119.5190000	589.700
2323.980	120.0150000	601.600
2325.010	120.1920000	628.700
2328.030	120.7040000	673.400
2328.970	120.8620000	613.400
2331.320	121.2530000	606.700
2333.970	121.7180000	599.900
2334.980	121.8930000	596.200
2336.990	122.2610000	614.700
2338.140	122.4720000	639.700
2340.970	122.9970000	606.600
2343.320	123.4580000	613.700
2345.970	123.9890000	623.600
2346.980	124.1880000	626.900
2348.990	124.5720000	633.300
2351.100	125.0060000	637.700
2353.900	125.5720000	638.600
2355.320	125.8630000	649.000
2356.970	126.2080000	631.500
2358.980	126.6170000	648.400
2361.010	127.0460000	672.700
2363.100	127.4810000	661.800
2366.900	128.2270000	660.400
2368.320	128.4960000	725.700
2368.340	128.5010000	709.000
2370.080	128.8410000	456.100
2372.980	129.4040000	552.700
2373.990	129.5990000	560.000
2376.280	130.0460000	552.000
2378.030	130.3830000	523.800
2378.900	130.5530000	515.000
2380.320	130.8350000	526.300
2381.970	131.1780000	515.000
2384.980	131.8360000	448.800
2385.010	131.8450000	464.300
2387.140	132.3640000	511.000
2389.970	133.2040000	381.900
2392.430	134.0920000	419.300
2393.970	134.6870000	351.200
2396.980	135.9110000	378.000
2397.990	136.3200000	392.000
